bin_lo,bin_hi,mid,mean_price,emp_rate,wilson_lo,wilson_hi,n,gap
0.0,0.05,0.025,0.011040030047297478,0.005985783763561541,0.0036878361781312865,0.009701674803766186,2673,-0.005054246283735937
0.05,0.1,0.07500000000000001,0.072307288646698,0.059895833333333336,0.040239658639945164,0.08827053727508821,384,-0.012411455313364662
0.1,0.15000000000000002,0.125,0.12291154265403748,0.11153846153846154,0.0787904202913072,0.15559869802816934,260,-0.011373081115575931
0.15000000000000002,0.2,0.17500000000000002,0.1729743480682373,0.1858974358974359,0.1326661472945613,0.2542268767992916,156,0.012923087829198598
0.2,0.25,0.225,0.22501154243946075,0.2153846153846154,0.15343032935030532,0.2936772963804092,130,-0.009626927054845358
0.25,0.30000000000000004,0.275,0.2701730728149414,0.28846153846153844,0.21015782725460308,0.3818363568079479,104,0.01828846564659703
0.30000000000000004,0.35000000000000003,0.32500000000000007,0.32199999690055847,0.28888888888888886,0.1772991803190016,0.43368817472260224,45,-0.03311110801166961
0.35000000000000003,0.4,0.375,0.37537097930908203,0.3870967741935484,0.23732875351271562,0.5617619885886803,31,0.011725794884466345
0.4,0.45,0.42500000000000004,0.4266521632671356,0.43478260869565216,0.3020904595919057,0.5775281722337178,46,0.008130445428516542
0.45,0.5,0.475,0.4739375114440918,0.40625,0.255194024803138,0.5774027342701177,32,-0.0676875114440918
0.5,0.55,0.525,0.5219146609306335,0.5121951219512195,0.36484259315865186,0.657458127600643,41,-0.009719538979414022
0.55,0.6000000000000001,0.5750000000000001,0.574486494064331,0.6756756756756757,0.5146336850482394,0.8036692217918453,37,0.1011891816113446
0.6000000000000001,0.65,0.625,0.6173076629638672,0.6153846153846154,0.42534520039420076,0.7757164048816557,26,-0.0019230475792517687
0.65,0.7000000000000001,0.675,0.6743999719619751,0.48,0.30031003928960015,0.6650178204685269,25,-0.19439997196197512
0.7000000000000001,0.75,0.7250000000000001,0.7278334498405457,0.6666666666666666,0.47824419872105484,0.8135694555640665,27,-0.061166783173879025
0.75,0.8,0.775,0.7659667134284973,0.8,0.5481406466534955,0.9295257935638959,15,0.03403328657150273
0.8,0.8500000000000001,0.8250000000000001,0.822380006313324,0.64,0.44518154601046633,0.7975234356826436,25,-0.18238000631332396
0.8500000000000001,0.9,0.875,0.8793095350265503,1.0,0.8453561767357979,0.9999999999999999,21,0.12069046497344971
0.9,0.9500000000000001,0.925,0.9264693856239319,0.9591836734693877,0.8628671652316889,0.9887346030720717,49,0.032714287845455825
0.9500000000000001,1.0,0.9750000000000001,0.983991265296936,0.9912280701754386,0.9519784746833306,0.9984498969613178,114,0.007236804878502534
