bin_lo,bin_hi,mid,mean_price,emp_rate,wilson_lo,wilson_hi,n,gap
0.0,0.05,0.025,0.010683802887797356,0.00506168933881683,0.0031180788635147383,0.008206848109133748,3161,-0.005622113548980526
0.05,0.1,0.07500000000000001,0.06897592544555664,0.044444444444444446,0.02560384984546724,0.07606660489917347,270,-0.024531481001112194
0.1,0.15000000000000002,0.125,0.12161419540643692,0.09259259259259259,0.05691551968142478,0.14714425784122334,162,-0.029021602813844333
0.15000000000000002,0.2,0.17500000000000002,0.1733267605304718,0.2283464566929134,0.1639546004005844,0.30869018535562776,127,0.055019696162441595
0.2,0.25,0.225,0.22496186196804047,0.23728813559322035,0.16957859709211365,0.32156400116660916,118,0.012326273625179879
0.25,0.30000000000000004,0.275,0.2695254385471344,0.23728813559322035,0.16957859709211365,0.32156400116660916,118,-0.032237302953914054
0.30000000000000004,0.35000000000000003,0.32500000000000007,0.3267279267311096,0.29411764705882354,0.19918862654604713,0.41106504263726723,68,-0.03261027967228608
0.35000000000000003,0.4,0.375,0.37705206871032715,0.3541666666666667,0.23433457112685735,0.4956120354593591,48,-0.022885402043660463
0.4,0.45,0.42500000000000004,0.42773258686065674,0.3953488372093023,0.263651061984564,0.5442120340668091,43,-0.03238374965135443
0.45,0.5,0.475,0.4722555875778198,0.5555555555555556,0.4117588341636533,0.6906129145096089,45,0.08329996797773576
0.5,0.55,0.525,0.5246667265892029,0.48484848484848486,0.32503781646924224,0.6478189541378976,33,-0.03981824174071802
0.55,0.6000000000000001,0.5750000000000001,0.5725833177566528,0.5555555555555556,0.3958078731600341,0.7045897012345685,36,-0.017027762201097252
0.6000000000000001,0.65,0.625,0.6265999674797058,0.6,0.43572419581519467,0.7444949506669274,35,-0.026599967479705833
0.65,0.7000000000000001,0.675,0.6762750744819641,0.5,0.2992949144298199,0.7007050855701801,20,-0.1762750744819641
0.7000000000000001,0.75,0.7250000000000001,0.7269999384880066,0.7916666666666666,0.5952915551476452,0.9075531089521192,24,0.06466672817866004
0.75,0.8,0.775,0.7672749757766724,0.75,0.5312949900419365,0.888139947210597,20,-0.017274975776672363
0.8,0.8500000000000001,0.8250000000000001,0.8271666169166565,0.8571428571428571,0.6536350585077049,0.950190782017865,21,0.0299762402262006
0.8500000000000001,0.9,0.875,0.8754761815071106,0.9047619047619048,0.7108541613925933,0.9734817912030528,21,0.02928572325479417
0.9,0.9500000000000001,0.925,0.9278205633163452,0.9487179487179487,0.8311406095436208,0.9858223423536004,39,0.020897385401603463
0.9500000000000001,1.0,0.9750000000000001,0.9855068325996399,1.0,0.9748654816489752,1.0,149,0.014493167400360107
