bin_lo,bin_hi,mid,mean_price,emp_rate,wilson_lo,wilson_hi,n,gap
0.0,0.05,0.025,0.015244292095303535,0.011741682974559686,0.009334721437218118,0.01476003355124182,6132,-0.0035026091207438492
0.05,0.1,0.07500000000000001,0.07123175263404846,0.050933786078098474,0.03977368466418906,0.06501328509554863,1178,-0.020297966555949988
0.1,0.15000000000000002,0.125,0.12205587327480316,0.09759547383309759,0.07784556351660624,0.1216948122858229,707,-0.02446039944170557
0.15000000000000002,0.2,0.17500000000000002,0.1725756973028183,0.1498422712933754,0.12417187867291384,0.17973053220778135,634,-0.022733426009442892
0.2,0.25,0.225,0.2242802381515503,0.21880998080614203,0.1854368026296182,0.2562995231494359,521,-0.005470257345408264
0.25,0.30000000000000004,0.275,0.2684056758880615,0.25990491283676703,0.22720959338387284,0.29550599425247615,631,-0.008500763051294491
0.30000000000000004,0.35000000000000003,0.32500000000000007,0.3236351013183594,0.33906633906633904,0.2947701893915607,0.38637212920519276,407,0.015431237747979665
0.35000000000000003,0.4,0.375,0.3745221793651581,0.36860068259385664,0.31539363163507483,0.42520876371652017,293,-0.005921496771301438
0.4,0.45,0.42500000000000004,0.4243727922439575,0.4152046783625731,0.3642041919109735,0.46808897351504813,342,-0.009168113881384443
0.45,0.5,0.475,0.4782411754131317,0.4471830985915493,0.3904439170712117,0.5053320930676981,284,-0.031058076821582403
0.5,0.55,0.525,0.5190077424049377,0.44357976653696496,0.3841136377806754,0.5047077772083446,257,-0.07542797586797279
0.55,0.6000000000000001,0.5750000000000001,0.5730802416801453,0.5801886792452831,0.5129044230164317,0.6446185012020693,212,0.007108437565137793
0.6000000000000001,0.65,0.625,0.6266355514526367,0.6101694915254238,0.5367069515095129,0.6789513925883055,177,-0.01646605992721295
0.65,0.7000000000000001,0.675,0.677629292011261,0.7298850574712644,0.6594715154990002,0.7903669924766367,174,0.052255765460003434
0.7000000000000001,0.75,0.7250000000000001,0.7255104780197144,0.7762237762237763,0.7011999287197851,0.8367947539859332,143,0.050713298204061896
0.75,0.8,0.775,0.7715373039245605,0.746268656716418,0.6664375833857817,0.812372877316938,134,-0.02526864720814259
0.8,0.8500000000000001,0.8250000000000001,0.8226721286773682,0.8766233766233766,0.8153385729602641,0.9195754167610767,154,0.053951247946008474
0.8500000000000001,0.9,0.875,0.8748843669891357,0.8979591836734694,0.8384652121830003,0.9371828848936683,147,0.023074816684333643
0.9,0.9500000000000001,0.925,0.9286459684371948,0.9513513513513514,0.9101411172220475,0.9741979267174237,185,0.02270538291415658
0.9500000000000001,1.0,0.9750000000000001,0.9799486398696899,0.9930434782608696,0.9822510300775906,0.997291559812286,575,0.013094838391179642
