label,n_trades,n_events,mean_ret,ci_lo,ci_hi,p_le0,hit_rate,total_pnl_per_$1_stakes,max_concurrent_stakes,ann_ret_on_capital,sharpe_ann_weekly,n_weeks,max_drawdown_$,median_market_volume,span_days,cell
fav θ=0.95 W=3d yes,537,515,0.0027038481793298947,-0.008951403392419236,0.01279713564985308,0.29725,0.9832402234636871,1.4519664723001535,75,0.01272048111980981,0.3876218335660808,76,-1.9971373213565269,118214.894747,555.5007523148148,fav θ=0.95 W=3d yes
fav θ=0.97 W=1d both,2272,1789,-0.005626680007844087,-0.010875397191561916,-0.0006525899348524141,0.98775,0.9850352112676056,-12.783816977821765,171,-0.05039161106486252,-1.6408961508188156,78,-15.067298199378756,69864.6485505,541.5007407407408,fav θ=0.97 W=1d both
fav θ=0.95 W=1d both,2636,2034,-0.0053402788381447935,-0.011231580732512998,0.00011846537563147907,0.97275,0.9798937784522003,-14.076975017349676,217,-0.0430114956372284,-1.374610512262772,79,-17.15051996767891,71912.75617899999,550.5007638888889,fav θ=0.95 W=1d both
fav θ=0.97 W=3d yes,431,414,4.023814459969403e-05,-0.011248927454023394,0.009274207845118674,0.45525,0.988399071925754,0.017342640322468128,61,0.00019841565847263876,0.006284559140861441,74,-1.721912446622543,117537.23,523.0007407407408,fav θ=0.97 W=3d yes
fav θ=0.95 W=1d no,2300,1817,-0.006541362047210897,-0.012701740534160705,-0.0008469095325816737,0.98725,0.9791304347826087,-15.045132708585063,163,-0.06279584925789343,-1.646044294951907,77,-17.650435606689133,65570.656369,536.5007638888889,fav θ=0.95 W=1d no
fav θ=0.97 W=3d both,2942,2264,-0.007713137366144462,-0.01284675285902781,-0.0027435118429779332,0.99925,0.981645139360979,-22.692050131197007,194,-0.07727374955774148,-2.3189104263921214,79,-24.884821558441427,78347.6877735,552.5007638888889,fav θ=0.97 W=3d both
fav θ=0.97 W=1d no,1996,1604,-0.0069130188254022925,-0.012908480316060737,-0.0017094143959105739,0.995,0.9839679358717435,-13.798385575502977,127,-0.07517861943799041,-1.8969322910630635,76,-15.882684869169736,64428.173321,527.5007407407408,fav θ=0.97 W=1d no
fav θ=0.97 W=7d both,3403,2623,-0.008218873539294107,-0.013354098229420039,-0.003454799355173786,1.0,0.9794299147810756,-27.968826654217846,227,-0.08117660797576857,-2.4210068420740884,79,-30.96428407038226,86243.265227,554.0007523148148,fav θ=0.97 W=7d both
fav θ=0.97 W=3d no,2634,2050,-0.008127977211345606,-0.013488245669538263,-0.003152885264706508,0.9995,0.9813971146545178,-21.409091974684326,151,-0.09610098758179245,-2.4921563935916216,77,-23.66122995584953,70605.6970885,538.5007523148148,fav θ=0.97 W=3d no
fav θ=0.93 W=1d both,2911,2219,-0.007103924835156512,-0.013578653297027121,-0.0008014969669683009,0.98825,0.9725180350395053,-20.679525195140606,244,-0.05619344725653374,-1.7178073832744805,79,-24.58263245033096,70561.55,550.5007638888889,fav θ=0.93 W=1d both
fav θ=0.97 W=7d no,3055,2368,-0.008774783400749732,-0.013995634365688882,-0.0037293238425849,0.99925,0.979050736497545,-26.80696328929043,185,-0.09633759647728445,-2.519668501010654,79,-30.174081158012154,78947.76947,549.0007638888889,fav θ=0.97 W=7d no
fav θ=0.95 W=3d both,3313,2516,-0.009619574686845395,-0.015578053069504137,-0.0039001585441409883,0.9995,0.9734379716269242,-31.869650937518795,239,-0.08761684666007395,-2.615327968441555,79,-34.01872597672378,81457.451462,555.5007523148148,fav θ=0.95 W=3d both
fav θ=0.9 W=1d both,3165,2393,-0.00848000041590512,-0.015696465687402694,-0.001662044588231388,0.9935,0.963349131121643,-26.839201316339707,268,-0.06640025273399147,-1.909794557180681,79,-29.38822928970047,71918.985968,550.5007638888889,fav θ=0.9 W=1d both
fav θ=0.95 W=3d no,2940,2264,-0.01036474800677785,-0.01625178825279379,-0.004627378911968607,0.99975,0.9731292517006803,-30.47235913992688,184,-0.11225218549372852,-2.8186121425279786,77,-32.73148003457421,72801.295312,538.5007523148148,fav θ=0.95 W=3d no
fav θ=0.93 W=1d no,2502,1960,-0.009690239842181907,-0.016581311438586425,-0.0030048403257728826,0.99925,0.9712230215827338,-24.244980085139133,182,-0.09063020524727579,-2.1935679640827526,77,-27.7470484748998,63979.825,536.5007638888889,fav θ=0.93 W=1d no
fav θ=0.93 W=3d both,3585,2695,-0.010206694984397616,-0.016621902535236734,-0.0042491533589031965,0.99975,0.9659693165969316,-36.59100151906545,264,-0.09107068070541012,-2.8355083010275353,79,-40.31962375684422,80330.231862,555.5007523148148,fav θ=0.93 W=3d both
fav θ=0.95 W=7d both,3807,2905,-0.010952273950319301,-0.01681838966860187,-0.0053703607454873604,1.0,0.9692671394799054,-41.69530692886558,275,-0.09917736403109069,-3.0524347528596976,79,-44.64140404323345,91043.786468,558.0007523148148,fav θ=0.95 W=7d both
fav θ=0.93 W=7d both,4084,3101,-0.01052175543669641,-0.01696708174695361,-0.0040839756830486065,0.99925,0.9618021547502449,-42.97084920346814,303,-0.09251741665733047,-2.916740626385073,79,-49.03817785650997,88707.654727,559.5007523148148,fav θ=0.93 W=7d both
fav θ=0.95 W=7d no,3379,2597,-0.01235191566405725,-0.018374119246726852,-0.006696238763670433,1.0,0.96833382657591,-41.737123028849446,221,-0.12555966593820933,-3.1687056311680792,79,-45.30901394975637,81001.286515,549.0007638888889,fav θ=0.95 W=7d no
fav θ=0.93 W=3d no,3133,2401,-0.012058258291586755,-0.018458292092289802,-0.0057764453109586545,1.0,0.965528247685924,-37.77852322754131,201,-0.12739590546658855,-3.1560773705570826,77,-41.859806275197755,71918.985968,538.5007523148148,fav θ=0.93 W=3d no
fav θ=0.9 W=7d both,4378,3331,-0.011879629084673207,-0.018993872066463878,-0.004941412448039595,0.99975,0.9504339881224303,-52.0090161326993,321,-0.1056977628732793,-2.62198964493541,78,-61.56050293975205,87995.4876895,559.5007523148148,fav θ=0.9 W=7d both
fav θ=0.9 W=1d no,2721,2120,-0.011417943873024186,-0.019003845047484556,-0.004374204147468103,1.0,0.9617787578096288,-31.06822527849881,201,-0.10515814293393738,-2.32429823886812,77,-33.21853091242315,65409.447361,536.5007638888889,fav θ=0.9 W=1d no
fav θ=0.9 W=3d both,3830,2877,-0.011877716896919275,-0.01904523146502389,-0.005072406269439775,1.0,0.9558746736292428,-45.49165571520082,290,-0.10307229801441033,-2.813547594688176,78,-49.516200737907866,80829.29562799999,555.5007523148148,fav θ=0.9 W=3d both
fav θ=0.93 W=7d no,3575,2739,-0.012850851122619975,-0.01927816355897998,-0.006481099775280484,1.0,0.9608391608391609,-45.94179276336641,237,-0.128760945297663,-3.201363274650464,79,-52.27225683668477,79948.218486,549.5007638888889,fav θ=0.93 W=7d no
fav θ=0.9 W=3d no,3337,2551,-0.01425001283830453,-0.021512482089823502,-0.007146814278072143,1.0,0.9553491159724303,-47.552292841422215,221,-0.14584305019409552,-3.065634541064346,77,-52.96398676802294,71894.69395,538.5007523148148,fav θ=0.9 W=3d no
fav θ=0.9 W=7d no,3809,2917,-0.014908770091319135,-0.02221830712049891,-0.007878230140591969,1.0,0.9493305329482804,-56.78750527783458,253,-0.14868697725720517,-2.9988958208494716,79,-65.70965356689729,79732.02,551.0007638888889,fav θ=0.9 W=7d no
