bin_lo,bin_hi,mid,mean_price,emp_rate,wilson_lo,wilson_hi,n,gap
0.0,0.05,0.025,0.013986722566187382,0.006638655462184874,0.0053303748804621204,0.008265370546795582,11900,-0.007348067104002508
0.05,0.1,0.07500000000000001,0.07001324743032455,0.05408388520971302,0.04458113246024997,0.06547340093076827,1812,-0.01592936222061153
0.1,0.15000000000000002,0.125,0.12241505086421967,0.0975609756097561,0.08196842215157558,0.11574567500935508,1189,-0.024854075254463565
0.15000000000000002,0.2,0.17500000000000002,0.17273473739624023,0.16938950988822013,0.14892800597159903,0.1920279558316141,1163,-0.0033452275080201044
0.2,0.25,0.225,0.22456619143486023,0.2209106239460371,0.19822157104512297,0.24540184908071563,1186,-0.0036555674888231193
0.25,0.30000000000000004,0.275,0.270193487405777,0.26144244105409153,0.23941701835226883,0.2847355582508667,1442,-0.008751046351685443
0.30000000000000004,0.35000000000000003,0.32500000000000007,0.3248693645000458,0.31922723091076355,0.29219181151587975,0.3475358996385169,1087,-0.005642133589282228
0.35000000000000003,0.4,0.375,0.3744587004184723,0.33900364520048604,0.30747687204382135,0.3720264330632269,823,-0.03545505521798625
0.4,0.45,0.42500000000000004,0.42490002512931824,0.43675675675675674,0.40512001614272236,0.46891663337857376,925,0.0118567316274385
0.45,0.5,0.475,0.4782320559024811,0.3854581673306773,0.35584299311009954,0.41594654207082576,1004,-0.0927738885718038
0.5,0.55,0.525,0.5062811374664307,0.5064124783362218,0.48817219333012507,0.5246357086330702,2885,0.00013134086979116333
0.55,0.6000000000000001,0.5750000000000001,0.5721116065979004,0.586046511627907,0.5476345623476738,0.623439548806728,645,0.013934905030006606
0.6000000000000001,0.65,0.625,0.6242360472679138,0.6395939086294417,0.6000981757628234,0.6772865935606402,591,0.015357861361527836
0.65,0.7000000000000001,0.675,0.6770568490028381,0.68,0.6367489327061444,0.7203628971766394,475,0.002943150997161914
0.7000000000000001,0.75,0.7250000000000001,0.7248947620391846,0.7543859649122807,0.7128597113423611,0.7916618456459583,456,0.029491202873096145
0.75,0.8,0.775,0.7718402147293091,0.7902439024390244,0.7482309555918151,0.8268683094409898,410,0.018403687709715344
0.8,0.8500000000000001,0.8250000000000001,0.8213098049163818,0.845108695652174,0.8045963360788467,0.8784902255108195,368,0.02379889073579211
0.8500000000000001,0.9,0.875,0.874844491481781,0.8879551820728291,0.8510185233167709,0.9166313263679662,357,0.01311069059104808
0.9,0.9500000000000001,0.925,0.9281249642372131,0.9702970297029703,0.9488056043494999,0.9829286768027905,404,0.042172065465757136
0.9500000000000001,1.0,0.9750000000000001,0.9821789860725403,0.9945017182130584,0.989187701075069,0.9972113706267526,1455,0.012322732140518156
