bin_lo,bin_hi,mid,mean_price,emp_rate,wilson_lo,wilson_hi,n,gap
0.0,0.05,0.025,0.013388843275606632,0.012799564270152506,0.010863756712727515,0.015075055329725074,11016,-0.0005892790054541266
0.05,0.1,0.07500000000000001,0.07182159274816513,0.07699530516431925,0.06642003250196747,0.08909366635927883,2130,0.005173712416154122
0.1,0.15000000000000002,0.125,0.12300623953342438,0.12921348314606743,0.11367009715859519,0.14653090896803647,1602,0.006207243612643049
0.15000000000000002,0.2,0.17500000000000002,0.1734316647052765,0.20841063698206555,0.18931561411049327,0.22888786734013092,1617,0.03497897227678906
0.2,0.25,0.225,0.223262757062912,0.24543738200125864,0.22490812244329544,0.2671945448903554,1589,0.022174624938346654
0.25,0.30000000000000004,0.275,0.2722880244255066,0.29691211401425177,0.27557183442579875,0.31917686711112264,1684,0.02462408958874518
0.30000000000000004,0.35000000000000003,0.32500000000000007,0.325021892786026,0.3441509433962264,0.31905310933866327,0.37014987768401875,1325,0.019129050610200427
0.35000000000000003,0.4,0.375,0.3748821020126343,0.4090909090909091,0.3826494635300008,0.4360688813131815,1298,0.03420880707827484
0.4,0.45,0.42500000000000004,0.4261336922645569,0.45417156286721505,0.4306466636301324,0.47790287578783,1702,0.028037870602658166
0.45,0.5,0.475,0.4762742817401886,0.4816350710900474,0.4578670814247311,0.5054864618384207,1688,0.0053607893498587855
0.5,0.55,0.525,0.5170976519584656,0.49466357308584685,0.4735823691212712,0.5157637691039696,2155,-0.022434078872618723
0.55,0.6000000000000001,0.5750000000000001,0.5720098614692688,0.5741444866920152,0.5472405338243916,0.6006164946466545,1315,0.0021346252227464335
0.6000000000000001,0.65,0.625,0.6230389475822449,0.6209453197405005,0.5916161588777722,0.6494163245436257,1079,-0.002093627841744383
0.65,0.7000000000000001,0.675,0.6763994693756104,0.6711327649208283,0.6382642201609289,0.7024072493672812,821,-0.005266704454782056
0.7000000000000001,0.75,0.7250000000000001,0.7241174578666687,0.7142857142857143,0.6777933762731735,0.7481805579084896,630,-0.0098317435809544
0.75,0.8,0.775,0.7723193764686584,0.7393526405451448,0.7023646622837915,0.7732281192671352,587,-0.032966735923513624
0.8,0.8500000000000001,0.8250000000000001,0.8221616744995117,0.7495327102803738,0.7111260389185762,0.7843813606585909,535,-0.07262896421913789
0.8500000000000001,0.9,0.875,0.8755946159362793,0.8724279835390947,0.8398190799088584,0.8991953280140293,486,-0.003166632397184621
0.9,0.9500000000000001,0.925,0.9281774759292603,0.878003696857671,0.8477278800259291,0.9029490139557346,541,-0.050173779071589264
0.9500000000000001,1.0,0.9750000000000001,0.979709267616272,0.9564237415477085,0.9440797398103546,0.9661406189198498,1331,-0.02328552606856349
